Xp,Yp,Zp
111202528.993139860000000000,111202528.993139850000000000,739827637.050718070000000000
147956470.609439460000000000,147956470.609439460000000000,984364537.234169480000000000
863355.690799764710000000,863355.690799764590000000,6239293.617568832800000000
863409.659733581590000000,863409.659733581470000000,6239686.268442211700000000
863477.120900852720000000,863477.120900852610000000,6240177.082033935000000000
864691.421911732060000000,864691.421911731940000000,6249011.726684964300000000
870088.315293418010000000,870088.315293417890000000,6288276.814022870700000000
876834.432020525450000000,876834.432020525220000000,6337358.173195254100000000
890326.665474740090000000,890326.665474739860000000,6435520.891540020700000000
903818.898928954850000000,903818.898928954730000000,6533683.609884787400000000
917311.132383169490000000,917311.132383169370000000,6631846.328229553100000000
930803.365837384360000000,930803.365837384250000000,6730009.046574319700000000
964533.949472921200000000,964533.949472921090000000,6975415.842436235400000000
998264.533108458160000000,998264.533108458040000000,7220822.638298152000000000
1200648.034921679400000000,1200648.034921679200000000,8693263.413469648000000000
1537953.871277048000000000,1537953.871277047800000000,11147331.372088807000000000
1672876.205819195600000000,1672876.205819195400000000,12128958.555536471000000000
1807798.540361343200000000,1807798.540361343000000000,13110585.738984136000000000
1942720.874903490800000000,1942720.874903490500000000,14092212.922431799000000000
2077643.209445638300000000,2077643.209445638100000000,15073840.105879463000000000
2212565.543987785500000000,2212565.543987785500000000,16055467.289327128000000000
2887177.216698523100000000,2887177.216698522700000000,20963603.206565447000000000
3561788.889409261300000000,3561788.889409260400000000,25871739.123803768000000000
4236400.562119998000000000,4236400.562119998000000000,30779875.041042086000000000
4911012.234830735300000000,4911012.234830734300000000,35688010.958280407000000000
5585623.907541474300000000,5585623.907541473400000000,40596146.875518724000000000
6260235.580252211500000000,6260235.580252210600000000,45504282.792757042000000000
7609458.925673686900000000,7609458.925673686000000000,55320554.627233684000000000
10982517.289227374000000000,10982517.289227372000000000,79861234.213425279000000000
14355575.652781062000000000,14355575.652781060000000000,104401913.799616890000000000
27847809.106995814000000000,27847809.106995810000000000,202564632.144383280000000000
41340042.561210565000000000,41340042.561210558000000000,300727350.489149690000000000
48086159.288317941000000000,48086159.288317934000000000,349808709.661532880000000000
54832276.015425324000000000,54832276.015425317000000000,398890068.833916070000000000
68324509.469640076000000000,68324509.469640061000000000,497052787.178682450000000000
102055093.105176960000000000,102055093.105176930000000000,742459583.040598510000000000
135785676.740713830000000000,135785676.740713800000000000,987866378.902514460000000000
785724.493946430860000000,785724.493946430740000000,6259641.441803991800000000
785773.609068018500000000,785773.609068018380000000,6260035.364905196200000000
785835.002970002820000000,785835.002970002710000000,6260527.768781703000000000
786940.093205723800000000,786940.093205723680000000,6269391.038558812800000000
791851.605364482620000000,791851.605364482500000000,6308783.348679301300000000
797990.995562931170000000,797990.995562931060000000,6358023.736329911300000000
810269.775959828640000000,810269.775959828400000000,6456504.511631132100000000
822548.556356725870000000,822548.556356725630000000,6554985.286932352900000000
834827.336753623090000000,834827.336753622860000000,6653466.062233573800000000
847106.117150520440000000,847106.117150520320000000,6751946.837534794600000000
877803.068142763690000000,877803.068142763570000000,6998148.775787846200000000
908500.019135006940000000,908500.019135006820000000,7244350.714040898700000000
1092681.725088466200000000,1092681.725088466000000000,8721562.343559209300000000
1399651.235010898400000000,1399651.235010898200000000,11183581.726089729000000000
1522439.038979871400000000,1522439.038979871200000000,12168389.479101937000000000
1645226.842948844400000000,1645226.842948844200000000,13153197.232114146000000000
1768014.646917817400000000,1768014.646917817200000000,14138004.985126354000000000
1890802.450886789900000000,1890802.450886789700000000,15122812.738138562000000000
2013590.254855762900000000,2013590.254855762700000000,16107620.491150770000000000
2627529.274700627200000000,2627529.274700626700000000,21031659.256211810000000000
3241468.294545492200000000,3241468.294545491700000000,25955698.021272849000000000
3855407.314390356200000000,3855407.314390355700000000,30879736.786333889000000000
4469346.334235221100000000,4469346.334235220200000000,35803775.551394932000000000
5083285.354080084700000000,5083285.354080083800000000,40727814.316455975000000000
5697224.373924950100000000,5697224.373924949200000000,45651853.081517011000000000
6925102.413614679100000000,6925102.413614678200000000,55499930.611639097000000000
9994797.512839002500000000,9994797.512839000700000000,80120124.436944291000000000
13064492.612063324000000000,13064492.612063322000000000,104740318.262249500000000000
25343273.008960612000000000,25343273.008960608000000000,203221093.563470270000000000
37622053.405857898000000000,37622053.405857898000000000,301701868.864691140000000000
43761443.604306549000000000,43761443.604306541000000000,350942256.515301530000000000
49900833.802755199000000000,49900833.802755184000000000,400182644.165911910000000000
62179614.199652486000000000,62179614.199652478000000000,498663419.467132750000000000
92876565.191895708000000000,92876565.191895694000000000,744865357.720184680000000000
123573516.184138920000000000,123573516.184138910000000000,991067295.973236680000000000
707849.316317497290000000,707849.316317497170000000,6278071.230722516800000000
707893.562665913720000000,707893.562665913600000000,6278466.306058754200000000
707948.870601434380000000,707948.870601434260000000,6278960.150229051700000000
708944.413440805510000000,708944.413440805390000000,6287849.345294408500000000
713369.048282455070000000,713369.048282454950000000,6327356.878918213800000000
718899.841834516850000000,718899.841834516730000000,6376741.295947970800000000
729961.428938640630000000,729961.428938640510000000,6475510.130007484900000000
741023.016042764300000000,741023.016042764180000000,6574278.964066998100000000
752084.603146887970000000,752084.603146887850000000,6673047.798126512200000000
763146.190251011750000000,763146.190251011630000000,6771816.632186025400000000
790800.158011321090000000,790800.158011320980000000,7018738.717334810600000000
818454.125771630440000000,818454.125771630320000000,7265660.802483595000000000
984377.932333486040000000,984377.932333485920000000,8747193.313376300000000000
1260917.609936579100000000,1260917.609936578900000000,11216414.164864145000000000
1371533.480977816500000000,1371533.480977816300000000,12204102.505459283000000000
1482149.352019053400000000,1482149.352019053200000000,13191790.846054420000000000
1592765.223060290800000000,1592765.223060290600000000,14179479.186649559000000000
1703381.094101527700000000,1703381.094101527500000000,15167167.527244696000000000
1813996.965142765100000000,1813996.965142764800000000,16154855.867839834000000000
2367076.320348951000000000,2367076.320348950600000000,21093297.570815522000000000
2920155.675555137000000000,2920155.675555136500000000,26031739.273791213000000000
3473235.030761322900000000,3473235.030761322500000000,30970180.976766899000000000
4026314.385967509400000000,4026314.385967508400000000,35908622.679742590000000000
4579393.741173694800000000,4579393.741173694800000000,40847064.382718280000000000
5132473.096379880800000000,5132473.096379879900000000,45785506.085693970000000000
6238631.806792252700000000,6238631.806792251800000000,55662389.491645344000000000
9004028.582823183400000000,9004028.582823181500000000,80354598.006523788000000000
11769425.358854113000000000,11769425.358854111000000000,105046806.521402240000000000
22831012.462977830000000000,22831012.462977827000000000,203815640.580916020000000000
33892599.567101553000000000,33892599.567101546000000000,302584474.640429790000000000
39423393.119163409000000000,39423393.119163409000000000,351968891.670186700000000000
44954186.671225272000000000,44954186.671225265000000000,401353308.699943540000000000
56015773.775348991000000000,56015773.775348984000000000,500122142.759457350000000000
83669741.535658285000000000,83669741.535658270000000000,747044227.908241870000000000
111323709.295967590000000000,111323709.295967580000000000,993966313.057026270000000000
629754.306144768610000000,629754.306144768490000000,6294577.042563253100000000
629793.670242147640000000,629793.670242147520000000,6294973.149790749900000000
629842.875363871460000000,629842.875363871340000000,6295468.283825120900000000
630728.567554900070000000,630728.567554899960000000,6304380.696443794300000000
634664.977292804980000000,634664.977292804860000000,6343991.419193457800000000
639585.489465186020000000,639585.489465185910000000,6393504.822630535800000000
649426.513809948230000000,649426.513809948230000000,6492531.629504692700000000
659267.538154710430000000,659267.538154710320000000,6591558.436378849700000000
669108.562499472760000000,669108.562499472640000000,6690585.243253007500000000
