r.Z
6378236.903504218900000000,1105.760206007309500000
6378636.903498126200000000,1105.830019177034700000
6379136.903490510800000000,1105.917285639191500000
6388136.903353433100000000,1107.488081958011400000
6428136.902744198200000000,1114.469398930544900000
6478136.901982654800000000,1123.196045146211900000
6578136.900459567100000000,1140.649337577545600000
6678136.898936480300000000,1158.102630008879300000
6778136.897413393500000000,1175.555922440213000000
6878136.895890305800000000,1193.009214871546600000
7128136.892082588700000000,1236.642445949880800000
7378136.888274870800000000,1280.275677028214900000
8878136.865428565100000000,1542.075063498220300000
11378136.827351388000000000,1978.407374281562200000
12378136.812120516000000000,2152.940298594899100000
13378136.796889644000000000,2327.473222908236000000
14378136.781658774000000000,2502.006147221572500000
15378136.766427904000000000,2676.539071534909500000
16378136.751197033000000000,2851.071995848246400000
21378136.675042678000000000,3723.736617414930200000
26378136.598888326000000000,4596.401238981614400000
31378136.522733971000000000,5469.065860548297700000
36378136.446579613000000000,6341.730482114981900000
41378136.370425262000000000,7214.395103681666100000
46378136.294270910000000000,8087.059725248350300000
56378136.141962200000000000,9832.388968381717900000
81378135.761190429000000000,14195.712076215139000000
106378135.380418660000000000,18559.035184048560000000
206378133.857331570000000000,36012.327615382244000000
306378132.334244490000000000,53465.620046715921000000
356378131.572700920000000000,62192.266262382764000000
406378130.811157410000000000,70918.912478049606000000
506378129.288070320000000000,88372.204909383290000000
756378125.480352520000000000,132005.435987717470000000
1006378121.672634800000000000,175638.667066051680000000
6377272.065197926000000000,110570.520065210380000000
6377672.004275988800000000,110577.501027785290000000
6378171.928123566300000000,110586.227231003930000000
6387170.557379974100000000,110743.298888939480000000
6427164.465186229900000000,111441.395146430820000000
6477156.849944049500000000,112314.015468294990000000
6577141.619459688700000000,114059.256112023340000000
6677126.388975327800000000,115804.496755751690000000
6777111.158490967000000000,117549.737399480060000000
6877095.928006606200000000,119294.978043208410000000
7127057.851795704100000000,123658.079652529280000000
7377019.775584802000000000,128021.181261850160000000
8876791.318319387700000000,154199.790917775420000000
11376410.556210367000000000,197830.807010984190000000
12376258.251366757000000000,215283.213448267720000000
13376105.946523149000000000,232735.619885551220000000
14375953.641679540000000000,250188.026322834750000000
15375801.336835932000000000,267640.432760118270000000
16375649.031992324000000000,285092.839197401770000000
21374887.507774279000000000,372354.871383819320000000
26374125.983556237000000000,459616.903570236870000000
31373364.459338192000000000,546878.935756654480000000
36372602.935120150000000000,634140.967943071970000000
41371841.410902098000000000,721403.000129489460000000
46371079.886684060000000000,808665.032315907070000000
56369556.838247970000000000,983189.096688742170000000
81365749.217157751000000000,1419499.257620829900000000
106361941.596067530000000000,1855809.418552917700000000
206346711.111706670000000000,3601050.062281269100000000
306331480.627345800000000000,5346290.706009619900000000
356323865.385165390000000000,6218911.027873795500000000
406316250.142984930000000000,7091531.349737971100000000
506301019.658624050000000000,8836771.993466321400000000
756262943.447721840000000000,13199873.602787200000000000
1006224867.236819600000000000,17562975.212108079000000000
6374377.537018966900000000,221108.035260787180000000
6374777.293349774600000000,221121.995059468170000000
6375276.988763283900000000,221139.444807819440000000
6384271.506206456600000000,221453.540278141940000000
6424247.139287220300000000,222849.520146241990000000
6474216.680638174500000000,224594.494981367020000000
6574155.763340083900000000,228084.444651617120000000
6674094.846041994200000000,231574.394321867240000000
6774033.928743903500000000,235064.343992117330000000
6873973.011445812900000000,238554.293662367420000000
7123820.718200586700000000,247279.167837992660000000
7373668.424955360600000000,256004.042013617900000000
8872754.665484003700000000,308353.287067369380000000
11371231.733031744000000000,395602.028823621800000000
12370622.560050840000000000,430501.525526122770000000
13370013.387069937000000000,465401.022228623740000000
14369404.214089032000000000,500300.518931124710000000
15368795.041108128000000000,535200.015633625680000000
16368185.868127223000000000,570099.512336126650000000
21365140.003222704000000000,744596.995848631490000000
26362094.138318181000000000,919094.479361136330000000
31359048.273413658000000000,1093591.962873641200000000
36356002.408509135000000000,1268089.446386145900000000
41352956.543604620000000000,1442586.929898650900000000
46349910.678700097000000000,1617084.413411155800000000
56343818.948891051000000000,1966079.380436165500000000
81328589.624368459000000000,2838566.797998689600000000
106313360.299845840000000000,3711054.215561213400000000
206252443.001755420000000000,7201003.885811310300000000
306191525.703665020000000000,10690953.556061408000000000
356161067.054619790000000000,12435928.391186457000000000
406130608.405574560000000000,14180903.226311505000000000
506069691.107484160000000000,17670852.896561604000000000
755917397.862258080000000000,26395727.072186846000000000
1005765104.617032100000000000,35120601.247812085000000000
6369554.244108391900000000,331579.548938515010000000
6369953.695922293700000000,331600.483321012170000000
6370453.010689671200000000,331626.651299133660000000
6379440.676502461500000000,332097.674905320110000000
6419385.857892644600000000,334191.113155037860000000
6469317.334630373900000000,336807.910967185100000000
6569180.288105830600000000,342041.506591479470000000
6669043.241581288200000000,347275.102215773830000000
6768906.195056745800000000,352508.697840068200000000
6868769.148532203400000000,357742.293464362620000000
7118426.532220847000000000,370826.282525098590000000
7368083.915909489600000000,383910.271585834500000000
8866028.218041351100000000,462414.205950250270000000
11362602.054927785000000000,593254.096557609850000000
