ID ,fi_org,h_org,fi_Tri,h_Tri,fi_Halley, h_Halley
1990,56,300000000,-0.00222542,0,0.991974503,0
1991,56,350000000,-0.001739409,0,0.860393357,-59.60464478
1992,56,400000000,-0.001355716,-59.60464478,0.759635554,0
1993,56,500000000,-0.000818545,-119.2092896,0.615392537,0
1994,56,750000000,-0.000383693,0,0.417227852,119.2092896
1995,56,1000000000,-0.000204636,0,0.315549187,0
1996,57,100,0.104159881,0.785050247,-5.11591E-05,0.559282398
1997,57,500,-0.055149485,-0.487375473,-5.11591E-05,-1.048476861
1998,57,1000,-0.016243007,2.383103492,0,-1.595594767
1999,57,10000,-0.003709033,-0.201907824,-5.11591E-05,-1.602529665
2000,57,50000,-0.000127898,0.043655746,0,0.247382559
2001,57,100000,0.000281375,-4.059984349,0.000179057,-1.018634066
2002,57,200000,-0.000102318,0.960426405,0.001330136,0.116415322
2003,57,300000,2.55795E-05,0.407453626,0.004348522,-0.465661287
2004,57,400000,-7.67386E-05,0.931322575,0.009745804,-0.232830644
2005,57,500000,-0.000127898,0,0.018007995,-0.465661287
2006,57,750000,-0.000383693,-2.211891115,0.05264269,-1.629814506
2007,57,1000000,-0.0011255,-2.328306437,0.108661879,0.931322575
2008,57,2500000,-0.014350121,-2.328306437,0.809004064,-1.862645149
2009,57,5000000,-0.052054361,-0.931322575,2.395856313,-0.931322575
2010,57,6000000,-0.065151085,-0.931322575,2.954666911,0
2011,57,7000000,-0.075715434,2.793967724,3.43750628,-0.931322575
2012,57,8000000,-0.083875307,1.862645149,3.844783691,0.931322575
2013,57,9000000,-0.08978418,1.862645149,4.182254543,1.862645149
2014,57,10000000,-0.093825747,0,4.458104286,1.862645149
2015,57,15000000,-0.096051167,0,5.179165896,-3.725290298
2016,57,20000000,-0.086075147,-3.725290298,5.293787808,-3.725290298
2017,57,25000000,-0.074206241,-3.725290298,5.162053185,0
2018,57,30000000,-0.063309358,3.725290298,4.936416076,0
2019,57,35000000,-0.054203042,7.450580597,4.682181043,0
2020,57,40000000,-0.046631499,-7.450580597,4.427869271,-7.450580597
2021,57,50000000,-0.035248604,7.450580597,3.959482342,7.450580597
2022,57,75000000,-0.019696245,0,3.077474275,0
2023,57,100000000,-0.012508394,14.90116119,2.497893092,0
2024,57,200000000,-0.003760192,0,1.410251116,0
2025,57,300000000,-0.001816147,59.60464478,0.979849801,59.60464478
2026,57,350000000,-0.001330136,0,0.849931325,-59.60464478
2027,57,400000000,-0.001048761,0,0.750350182,-59.60464478
2028,57,500000000,-0.000741807,59.60464478,0.607846573,59.60464478
2029,57,750000000,-0.000332534,0,0.412086365,-119.2092896
2030,57,1000000000,-0.000179057,-119.2092896,0.311661097,0
2031,58,100,-0.306570769,1.517094006,-2.55795E-05,-0.53553606
2032,58,500,0.015091928,0.625789198,0,-0.738623385
2033,58,1000,0.023763391,-2.105025487,-2.55795E-05,0.656541488
2034,58,10000,-0.002583533,0.818545232,-2.55795E-05,0.900399755
2035,58,50000,0.000869704,-0.560248736,0,0.480213203
2036,58,100000,-0.000741807,-1.411535777,0.000179057,-0.30559022
2037,58,200000,-0.000179057,-1.746229827,0.001355716,-0.261934474
2038,58,300000,-0.000153477,-0.174622983,0.004271783,0.291038305
2039,58,400000,-0.000102318,1.746229827,0.009592327,-0.174622983
2040,58,500000,-0.000102318,1.396983862,0.017701041,-0.64028427
2041,58,750000,-0.000230216,0.698491931,0.051721827,1.047737896
2042,58,1000000,-0.000716227,-2.444721758,0.106768994,0.116415322
2043,58,2500000,-0.009745804,-0.465661287,0.794653943,0
2044,58,5000000,-0.035402081,0.931322575,2.353138484,-0.931322575
2045,58,6000000,-0.04432934,0,2.901896323,-0.931322575
2046,58,7000000,-0.051593929,-1.862645149,3.376140967,0.931322575
2047,58,8000000,-0.057195848,0,3.776051472,0
2048,58,9000000,-0.061211836,-1.862645149,4.107536711,1.862645149
2049,58,10000000,-0.063948846,0,4.378398444,3.725290298
2050,58,15000000,-0.065585937,-3.725290298,5.086516808,1.862645149
2051,58,20000000,-0.058679461,-3.725290298,5.199041198,3.725290298
2052,58,25000000,-0.050596327,0,5.069608733,0
2053,58,30000000,-0.043255,7.450580597,4.847962032,0
2054,58,35000000,-0.036962433,0,4.598280157,0
2055,58,40000000,-0.031795366,-14.90116119,4.348547122,7.450580597
2056,58,50000000,-0.024044766,-14.90116119,3.888524702,-7.450580597
2057,58,75000000,-0.013505996,-14.90116119,3.022299211,0
2058,58,100000000,-0.008492407,-14.90116119,2.453052161,0
2059,58,200000000,-0.002557954,0,1.385004111,-29.80232239
2060,58,300000000,-0.001202238,-59.60464478,0.962276658,0
2061,58,350000000,-0.000895284,-59.60464478,0.83468592,0
2062,58,400000000,-0.000690648,59.60464478,0.736920924,-59.60464478
2063,58,500000000,-0.000434852,-59.60464478,0.596975269,0
2064,58,750000000,-0.000204636,119.2092896,0.404745037,0
2065,58,1000000000,-0.000102318,0,0.306084758,-119.2092896
2066,59,100,-0.212898499,-0.883517259,0,-0.897770747
2067,59,500,0.048524385,-0.50494009,0,1.117598458
2068,59,1000,0.00501359,0.028308023,0,-0.177578841
2069,59,10000,0.00442526,0.361978891,0,-0.160071068
2070,59,50000,0.000844125,1.971784513,2.55795E-05,0.422005542
2071,59,100000,7.67386E-05,-0.451109372,0.000153477,-0.538420863
2072,59,200000,0,-0.465661287,0.001253397,0.058207661
2073,59,300000,5.11591E-05,0.407453626,0.004143885,-0.291038305
2074,59,400000,-2.55795E-05,-1.396983862,0.009310952,0.873114914
2075,59,500000,-0.000127898,0.349245965,0.017266188,0.756699592
2076,59,750000,-0.000153477,-1.28056854,0.05044285,0.582076609
2077,59,1000000,-0.000409273,-1.979060471,0.10421104,-0.582076609
2078,59,2500000,-0.004911271,0.465661287,0.775776243,0
2079,59,5000000,-0.018110313,-0.931322575,2.29740067,0
2080,59,6000000,-0.022663471,0.931322575,2.833138524,0
2081,59,7000000,-0.026398084,-0.931322575,3.296077011,-2.793967724
2082,59,8000000,-0.029288572,-1.862645149,3.686497507,1.862645149
2083,59,9000000,-0.031437253,-1.862645149,4.010129828,1.862645149
2084,59,10000000,-0.032818548,-1.862645149,4.274596677,-1.862645149
2085,59,15000000,-0.033739411,-1.862645149,4.965806966,3.725290298
2086,59,20000000,-0.030286174,-3.725290298,5.075619924,0
2087,59,25000000,-0.026091129,-3.725290298,4.949231425,-3.725290298
2088,59,30000000,-0.022279778,0,4.73280295,0
2089,59,35000000,-0.019031177,7.450580597,4.489055527,0
2090,59,40000000,-0.016396484,0,4.245180207,0
2091,59,50000000,-0.012457235,14.90116119,3.796131409,0
2092,59,75000000,-0.007008794,14.90116119,2.950497446,0
2093,59,100000000,-0.004374101,-14.90116119,2.394781973,0
2094,59,200000000,-0.001381295,-59.60464478,1.352006507,0
2095,59,300000000,-0.000639488,0,0.939382971,59.60464478
2096,59,350000000,-0.00053717,-59.60464478,0.814810619,0
2097,59,400000000,-0.000383693,59.60464478,0.719347781,0
2098,59,500000000,-0.000281375,178.8139343,0.582676307,-59.60464478
2099,59,750000000,-0.000127898,0,0.395101551,119.2092896
2100,59,1000000000,-7.67386E-05,0,0.298820169,119.2092896
2101,60,100,0.205915285,-2.06583195,-2.55795E-05,-0.411233714
2102,60,500,0.036527581,0.064687811,-2.55795E-05,-0.830368663
2103,60,1000,0.019875301,0.362206265,-2.55795E-05,-0.599015948
2104,60,10000,0.000434852,0.718500814,-2.55795E-05,0.451109372
2105,60,50000,-0.000383693,-0.218278728,2.55795E-05,0.378349796
2106,60,100000,-0.000409273,0.276486389,0.000102318,-0.014551915
2107,60,200000,-0.000179057,-2.881279215,0.001227818,-0.902218744
2108,60,300000,-0.000179057,2.153683454,0.004067147,1.222360879
2109,60,400000,-7.67386E-05,-0.058207661,0.009029577,0.058207661
2110,60,500000,-5.11591E-05,0.523868948,0.016754598,-0.291038305
2111,60,750000,-2.55795E-05,-0.465661287,0.049010396,-1.047737896
2112,60,1000000,2.55795E-05,-2.211891115,0.101141495,0.116415322
2113,60,2500000,-5.11591E-05,-0.931322575,0.752856977,0.465661287
2114,60,5000000,-0.000204636,-0.931322575,2.229410256,-1.862645149
2115,60,6000000,-0.000306954,0.931322575,2.749339956,-0.931322575
2116,60,7000000,-0.000460432,0,3.198567811,0
2117,60,8000000,-0.00053717,1.862645149,3.577426355,0
2118,60,9000000,-0.000588329,1.862645149,3.891466349,-3.725290298
2119,60,10000000,-0.000665068,5.587935448,4.147977961,0
2120,60,15000000,-0.000844125,-1.862645149,4.818750199,3.725290298
2121,60,20000000,-0.000818545,-7.450580597,4.925288977,-3.725290298
2122,60,25000000,-0.000716227,0,4.802532771,3.725290298
2123,60,30000000,-0.000690648,-11.1758709,4.592499181,-3.725290298
2124,60,35000000,-0.000588329,0,4.355965189,0
2125,60,40000000,-0.000460432,14.90116119,4.119328878,7.450580597
2126,60,50000000,-0.000383693,-7.450580597,3.683632599,7.450580597
2127,60,75000000,-0.000153477,-14.90116119,2.862989845,14.90116119
2128,60,100000000,-0.000179057,14.90116119,2.323747594,0
2129,60,200000000,-2.55795E-05,-59.60464478,1.311948949,-59.60464478
2130,60,300000000,0,0,0.911501274,0
2131,60,350000000,-5.11591E-05,0,0.790637955,0
2132,60,400000000,0,0,0.698040026,0
2133,60,500000000,-5.11591E-05,-59.60464478,0.565486857,0
2134,60,750000000,-2.55795E-05,0,0.383386123,119.2092896
2135,60,1000000000,-2.55795E-05,119.2092896,0.289944069,238.4185791
2136,61,100,0.588508442,0.976584147,0,-0.223408847
2137,61,500,-0.033509195,-1.133116712,0,-0.343732154
2138,61,1000,-0.00828777,1.080479706,0,0.815362
2139,61,10000,-0.003811351,2.302840585,0,1.027729013
2140,61,50000,-0.000383693,-0.014551915,0,0.800355338
2141,61,100000,2.55795E-05,1.033185981,0.000127898,0.014551915
2142,61,200000,-5.11591E-05,-1.105945557,0.001253397,0.582076609
2143,61,300000,5.11591E-05,1.804437488,0.003939249,1.513399184
2144,61,400000,0.000204636,1.28056854,0.008799361,0.523868948
2145,61,500000,-2.55795E-05,1.047737896,0.016166268,-0.116415322
2146,61,750000,7.67386E-05,1.047737896,0.047270987,-0.582076609
2147,61,1000000,0.000434852,1.862645149,0.09756036,-0.814907253
2148,61,2500000,0.005064749,-3.259629011,0.726151939,-0.931322575
2149,61,5000000,0.018059154,0,2.150190426,0.931322575
2150,61,6000000,0.022561153,-0.931322575,2.65157496,0.931322575
2151,61,7000000,0.026142288,0.931322575,3.084764444,0.931322575
2152,61,8000000,0.028879299,-3.725290298,3.450193731,0
2153,61,9000000,0.030797764,0,3.752978728,1.862645149
2154,61,10000000,0.03215348,0,4.000435183,-3.725290298
2155,61,15000000,0.03269065,3.725290298,4.647188234,0
2156,61,20000000,0.029237412,-11.1758709,4.749838922,0
2157,61,25000000,0.025119107,-3.725290298,4.631533557,0
2158,61,30000000,0.021486812,3.725290298,4.428943612,3.725290298
2159,61,35000000,0.018340529,0,4.200799708,-7.450580597
2160,61,40000000,0.015782575,-7.450580597,3.972604645,0
2161,61,50000000,0.011894485,14.90116119,3.552383987,0
2162,61,75000000,0.00665068,-14.90116119,2.761004225,0
2163,61,100000000,0.004271783,0,2.240946628,0
2164,61,200000000,0.001253397,-29.80232239,1.265215133,0
2165,61,300000000,0.00056275,0,0.87904084,0
2166,61,350000000,0.000460432,59.60464478,0.762398145,59.60464478
2167,61,400000000,0.000281375,-119.2092896,0.673176714,0
2168,61,500000000,0.000204636,-59.60464478,0.545279022,0
2169,61,750000000,5.11591E-05,-119.2092896,0.36970107,-119.2092896
2170,61,1000000000,0,0,0.279609935,0
2171,62,100,0.365633923,-2.389285214,-5.11591E-05,-0.484092766
2172,62,500,-0.012968826,0.763122898,0,-0.181671567
2173,62,1000,-0.005141487,1.089233592,0,1.400053407
2174,62,10000,-0.006829737,1.407897798,0,0.21282176
2175,62,50000,-0.000792966,1.469743438,0,-0.654836185
2176,62,100000,0,-2.284650691,0.000127898,0.436557457
2177,62,200000,-0.000102318,0.669388101,0.001202238,0.203726813
2178,62,300000,-5.11591E-05,-2.153683454,0.003709033,-0.873114914
2179,62,400000,0.000102318,-1.92085281,0.008364509,0.232830644
2180,62,500000,0.000127898,-0.698491931,0.015450041,0.058207661
2181,62,750000,0.000281375,0.582076609,0.045224624,0.116415322
2182,62,1000000,0.000792966,-0.349245965,0.093518793,-1.164153218
2183,62,2500000,0.010180656,-2.793967724,0.695916924,-0.465661287
2184,62,5000000,0.03655316,2.793967724,2.060636461,-0.931322575
2185,62,6000000,0.045582738,1.862645149,2.541122512,-0.931322575
2186,62,7000000,0.052924065,-0.931322575,2.956304002,-0.931322575
2187,62,8000000,0.058525984,-0.931322575,3.306411145,1.862645149
2188,62,9000000,0.062541972,-1.862645149,3.596585429,0
2189,62,10000000,0.065278982,-3.725290298,3.833682172,0
2190,62,15000000,0.066583539,-3.725290298,4.45344881,-3.725290298
2191,62,20000000,0.059549166,0,4.551776556,3.725290298
2192,62,25000000,0.051235816,-3.725290298,4.438382462,0
2193,62,30000000,0.043715431,3.725290298,4.244233764,0
2194,62,35000000,0.037397285,7.450580597,4.025579869,-7.450580597
2195,62,40000000,0.0321279,0,3.806849236,0
2196,62,50000000,0.024326141,0,3.404124982,0
2197,62,75000000,0.013582735,0,2.645768404,0
2198,62,100000000,0.008594725,-14.90116119,2.147376676,-29.80232239
2199,62,200000000,0.002583533,59.60464478,1.212367806,0
2200,62,300000000,0.001253397,59.60464478,0.842359782,0
2201,62,350000000,0.000920863,0,0.730653937,-59.60464478
2202,62,400000000,0.000665068,0,0.645090381,0
2203,62,500000000,0.000460432,-59.60464478,0.522538812,-59.60464478
2204,62,750000000,0.000179057,-119.2092896,0.354251029,-119.2092896
2205,62,1000000000,0.000179057,119.2092896,0.267945666,0
2206,63,100,-0.40960515,-0.826730684,0,-0.443208137
2207,63,500,-0.001406875,0.031320724,0,1.548698947
2208,63,1000,-0.03494165,1.315243026,0,0.794216248
2209,63,10000,-0.001151079,-2.075466909,0,-0.12187229
2210,63,50000,-0.000460432,1.266016625,0,-0.545696821
2211,63,100000,0.000179057,1.062289812,0.000153477,-1.033185981
2212,63,200000,0.000613909,-0.960426405,0.001074341,-0.320142135
2213,63,300000,-0.000102318,0.64028427,0.003555556,0.523868948
2214,63,400000,-0.000127898,-0.465661287,0.008031975,0.174622983
2215,63,500000,0.000127898,-0.873114914,0.014810553,1.455191523
2216,63,750000,0.000409273,1.513399184,0.043127102,-0.698491931
2217,63,1000000,0.001278977,0.232830644,0.089016794,-0.349245965
2218,63,2500000,0.015373303,-1.396983862,0.662637945,-0.931322575
2219,63,5000000,0.054919269,-1.862645149,1.962001761,-0.931322575
2220,63,6000000,0.068604322,-0.931322575,2.419389489,-1.862645149
2221,63,7000000,0.079654683,1.862645149,2.814670097,-0.931322575
2222,63,8000000,0.088095931,-1.862645149,3.148022643,-2.793967724
2223,63,9000000,0.09423502,0,3.424332817,0
2224,63,10000000,0.098302166,-3.725290298,3.650046665,-1.862645149
2225,63,15000000,0.100399689,-1.862645149,4.239987561,-3.725290298
2226,63,20000000,0.08980976,0,4.333634251,-7.450580597
2227,63,25000000,0.077301365,-3.725290298,4.225586281,0
2228,63,30000000,0.066046368,3.725290298,4.040722956,3.725290298
2229,63,35000000,0.056454041,7.450580597,3.832582252,0
2230,63,40000000,0.048575544,0,3.624339229,-7.450580597
2231,63,50000000,0.036732217,0,3.240901947,0
2232,63,75000000,0.020565949,14.90116119,2.518868314,-14.90116119
2233,63,100000000,0.013045565,-14.90116119,2.044470193,-14.90116119
2234,63,200000000,0.003913669,-59.60464478,1.154225515,0
2235,63,300000000,0.001892886,59.60464478,0.801944111,0
2236,63,350000000,0.001432454,0,0.69560997,-59.60464478
2237,63,400000000,0.001023182,0,0.61413914,-59.60464478
2238,63,500000000,0.000690648,0,0.497522024,0
2239,63,750000000,0.000358114,-357.6278687,0.337266215,0
2240,63,1000000000,0.000153477,-238.4185791,0.255053578,0
2241,64,100,-0.256153498,1.89159266,0,-0.38805581
2242,64,500,0.018673063,0.107775122,0,-0.661543709
2243,64,1000,0.0155012,0.419618118,0,-0.584122972
2244,64,10000,-0.00168825,0.867657945,0,-0.742147677
2245,64,50000,0.000716227,1.43336365,5.11591E-05,-0.742147677
2246,64,100000,0.000818545,-1.964508556,0.000153477,-1.440639608
2247,64,200000,0.000204636,-2.677552402,0.001023182,-1.076841727
2248,64,300000,-5.11591E-05,-0.407453626,0.003376499,-0.291038305
2249,64,400000,-2.55795E-05,0.582076609,0.007571543,0.931322575
2250,64,500000,0.000153477,-2.619344741,0.013915269,0.174622983
2251,64,750000,0.000613909,0.116415322,0.040773784,-0.698491931
2252,64,1000000,0.001585931,-2.328306437,0.084207841,0
2253,64,2500000,0.020310154,0.465661287,0.626647534,0.465661287
2254,64,5000000,0.073055162,0,1.855437404,-1.862645149
2255,64,6000000,0.091267793,-0.931322575,2.288038559,0
2256,64,7000000,0.106001607,-0.931322575,2.661806775,0
2257,64,8000000,0.117307764,0,2.977100166,0
2258,64,9000000,0.125390898,-1.862645149,3.238318413,0
2259,64,10000000,0.130864919,-3.725290298,3.451805242,1.862645149
2260,64,15000000,0.133729827,1.862645149,4.009643817,1.862645149
2261,64,20000000,0.119609922,-3.725290298,4.09814902,3.725290298
2262,64,25000000,0.103034381,-3.725290298,3.995933184,3.725290298
2263,64,30000000,0.087993612,0,3.821122618,3.725290298
2264,64,35000000,0.075203843,14.90116119,3.624313649,7.450580597
2265,64,40000000,0.064716232,-14.90116119,3.427351203,7.450580597
2266,64,50000000,0.048959237,7.450580597,3.064786824,0
2267,64,75000000,0.027370106,0,2.381915465,29.80232239
2268,64,100000000,0.017291768,14.90116119,1.933301519,-14.90116119
2269,64,200000000,0.005218226,0,1.091427748,0
2270,64,300000000,0.002455636,59.60464478,0.758382157,59.60464478
2271,64,350000000,0.001841727,59.60464478,0.657803412,59.60464478
2272,64,400000000,0.001381295,0,0.580757842,0
2273,64,500000000,0.000920863,59.60464478,0.470458872,0
2274,64,750000000,0.000460432,238.4185791,0.318925686,0
2275,64,1000000000,0.000255795,119.2092896,0.241215048,-119.2092896
2276,65,100,0.266487632,1.112852033,0,0.768835662
2277,65,500,0.028444447,-0.090494723,0,-0.385966814
2278,65,1000,0.049726623,0.662907951,0,0.832187652
2279,65,10000,-0.004297362,0.665750122,0,0.376530807
2280,65,50000,0.000204636,2.284650691,0,1.367880031
2281,65,100000,-0.000204636,0.61118044,0.000153477,1.644366421
2282,65,200000,-5.11591E-05,-0.203726813,0.001023182,0.291038305
2283,65,300000,-0.000102318,0.291038305,0.003223022,0.116415322
2284,65,400000,5.11591E-05,0.232830644,0.007111112,0.64028427
2285,65,500000,0.000255795,2.153683454,0.013096724,0.989530236
2286,65,750000,0.000665068,-1.047737896,0.03826699,1.28056854
2287,65,1000000,0.001995204,1.164153218,0.079091933,0.931322575
2288,65,2500000,0.025170266,0.931322575,0.588482862,0.931322575
2289,65,5000000,0.090705043,3.725290298,1.742478162,2.793967724
2290,65,6000000,0.113368515,2.793967724,2.148681233,1.862645149
2291,65,7000000,0.131683464,-1.862645149,2.49968366,0.931322575
2292,65,8000000,0.145598733,0,2.795690079,-0.931322575
2293,65,9000000,0.155677071,1.862645149,3.040997854,1.862645149
2294,65,10000000,0.162583547,3.725290298,3.241490276,0
2295,65,15000000,0.166164682,1.862645149,3.765256906,-1.862645149
2296,65,20000000,0.148668278,3.725290298,3.848339247,3.725290298
2297,65,25000000,0.128102329,0,3.752364819,-3.725290298
2298,65,30000000,0.109326947,7.450580597,3.588195341,0
2299,65,35000000,0.093416475,14.90116119,3.403357596,0
2300,65,40000000,0.08037091,-7.450580597,3.218366373,7.450580597
2301,65,50000000,0.060879302,14.90116119,2.877902716,0
2302,65,75000000,0.034020786,0,2.236674845,0
2303,65,100000000,0.021486812,0,1.815379846,0
2304,65,200000000,0.006446044,29.80232239,1.024920948,29.80232239
2305,65,300000000,0.003069545,0,0.712134351,-119.2092896
2306,65,350000000,0.002250999,119.2092896,0.617643536,0
2307,65,400000000,0.001790568,-59.60464478,0.545304601,-59.60464478
2308,65,500000000,0.001227818,59.60464478,0.44175863,59.60464478
2309,65,750000000,0.000511591,-238.4185791,0.299485237,-119.2092896
2310,65,1000000000,0.000255795,-357.6278687,0.226532393,-119.2092896
2311,66,100,-0.578404524,0.566515723,0,-0.750915774
2312,66,500,0.085844931,-1.045691533,0,2.099341145
2313,66,1000,-0.005627498,1.029206942,-0.000102318,-1.135958883
2314,66,10000,0.00163709,1.211446943,0,0.687577995
2315,66,50000,-0.001176659,0.203726813,0,1.25146471
2316,66,100000,-0.000153477,-1.004082151,0.000102318,-1.688022166
2317,66,200000,-5.11591E-05,0.931322575,0.000920863,-0.407453626
2318,66,300000,-0.000153477,-0.349245965,0.002916067,0
2319,66,400000,0,-0.64028427,0.006548362,-0.174622983
2320,66,500000,0.000153477,-0.116415322,0.01217586,-0.465661287
2321,66,750000,0.000869704,1.047737896,0.035657877,-1.979060471
2322,66,1000000,0.002250999,0.814907253,0.073669071,-0.465661287
2323,66,2500000,0.029876901,-2.328306437,0.548578782,-0.931322575
2324,66,5000000,0.10753638,1.862645149,1.624300694,0
2325,66,6000000,0.134497213,3.725290298,2.002980182,0
2326,66,7000000,0.156188662,-0.931322575,2.330193638,0.931322575
2327,66,8000000,0.172866521,0.931322575,2.606145699,-0.931322575
2328,66,9000000,0.184786586,-1.862645149,2.834826773,0
2329,66,10000000,0.192972038,0,3.021659722,0
2330,66,15000000,0.197269401,-1.862645149,3.509973112,1.862645149
2331,66,20000000,0.176447656,0,3.587427955,0
2332,66,25000000,0.151993618,7.450580597,3.49789957,0
2333,66,30000000,0.129790578,-7.450580597,3.344882771,3.725290298
2334,66,35000000,0.110964038,7.450580597,3.17252784,7.450580597
2335,66,40000000,0.095462838,-7.450580597,3.000070592,0
2336,66,50000000,0.072134299,7.450580597,2.682679678,7.450580597
2337,66,75000000,0.040364512,-14.90116119,2.084988182,0
2338,66,100000000,0.025528379,0,1.692239948,0
2339,66,200000000,0.007673862,-29.80232239,0.955344603,0
2340,66,300000000,0.003683454,0,0.663789024,0
2341,66,350000000,0.00276259,-59.60464478,0.575744252,0
2342,66,400000000,0.002046363,-59.60464478,0.508316589,59.60464478
2343,66,500000000,0.001381295,-59.60464478,0.41183057,59.60464478
2344,66,750000000,0.000613909,119.2092896,0.279175083,119.2092896
2345,66,1000000000,0.000358114,-119.2092896,0.211133511,-119.2092896
2346,67,100,0.461096761,-0.685957957,5.11591E-05,1.634290925
2347,67,500,-0.047629101,-1.533237537,5.11591E-05,0.498175723
2348,67,1000,-0.010282974,0.233285391,5.11591E-05,0.856857696
2349,67,10000,0.002148681,1.058651833,5.11591E-05,0.833097147
2350,67,50000,-0.000306954,-2.786691766,5.11591E-05,1.833541319
2351,67,100000,-5.11591E-05,0.30559022,0.000102318,-0.02910383
2352,67,200000,0,-2.153683454,0.000869704,-0.02910383
2353,67,300000,0.000102318,1.222360879,0.00276259,0
2354,67,400000,0,-1.513399184,0.006139089,0.465661287
2355,67,500000,0.000306954,1.047737896,0.011306156,1.804437488
2356,67,750000,0.001023182,0.116415322,0.033099923,1.164153218
2357,67,1000000,0.002711431,0.698491931,0.068246209,0.465661287
2358,67,2500000,0.0343789,2.793967724,0.507600362,1.862645149
2359,67,5000000,0.123702648,3.725290298,1.502746727,0.931322575
2360,67,6000000,0.154500412,2.793967724,1.853032927,3.725290298
2361,67,7000000,0.179466042,4.656612873,2.155741186,2.793967724
2362,67,8000000,0.198599537,-1.862645149,2.410973821,1.862645149
2363,67,9000000,0.212463647,1.862645149,2.622567763,3.725290298
2364,67,10000000,0.221825758,5.587935448,2.795383125,5.587935448
2365,67,15000000,0.226788188,1.862645149,3.247066616,0
2366,67,20000000,0.20284574,-3.725290298,3.318587005,0
2367,67,25000000,0.174759407,3.725290298,3.235862778,0
2368,67,30000000,0.149128709,-11.1758709,3.094254453,3.725290298
2369,67,35000000,0.127539579,0,2.93479161,0
2370,67,40000000,0.10973622,7.450580597,2.775328767,7.450580597
2371,67,50000000,0.083031182,-14.90116119,2.481624506,7.450580597
2372,67,75000000,0.046503601,-14.90116119,1.928697202,0
2373,67,100000000,0.029416469,-14.90116119,1.565416596,14.90116119
2374,67,200000000,0.00885052,-29.80232239,0.883824214,29.80232239
2375,67,300000000,0.004195044,59.60464478,0.614062401,59.60464478
2376,67,350000000,0.003171863,119.2092896,0.53261715,59.60464478
2377,67,400000000,0.002404477,59.60464478,0.470254236,119.2092896
2378,67,500000000,0.001585931,0,0.380930487,59.60464478
2379,67,750000000,0.000767386,-119.2092896,0.25830218,-119.2092896
2380,67,1000000000,0.000409273,-238.4185791,0.195325356,-238.4185791
2381,68,100,-0.378423692,-0.57261218,0,0.428485691
2382,68,500,0.040517989,1.977639386,-0.000102318,0.14614443
2383,68,1000,-0.025733016,1.016019269,0,0.79955953
2384,68,10000,-0.003785772,-0.725776772,0,0.598447514
2385,68,50000,0.000153477,-0.523868948,0,0.596628524
2386,68,100000,-0.000102318,0.858562998,0.000102318,1.396983862
2387,68,200000,-5.11591E-05,0.523868948,0.000818545,0.902218744
2388,68,300000,-0.000102318,0.058207661,0.002506795,0.116415322
2389,68,400000,5.11591E-05,4.540197551,0.005627498,0.582076609
2390,68,500000,0.000306954,-1.164153218,0.010334134,0
2391,68,750000,0.0011255,0.349245965,0.030286174,0.349245965
2392,68,1000000,0.002916067,-1.047737896,0.062567551,0.465661287
2393,68,2500000,0.038420467,2.328306437,0.465752237,0.465661287
2394,68,5000000,0.138436462,0,1.378941761,0.931322575
2395,68,6000000,0.173122316,3.725290298,1.700323082,0.931322575
2396,68,7000000,0.201157491,0,1.97811687,0
2397,68,8000000,0.222541985,4.656612873,2.212374284,-1.862645149
2398,68,9000000,0.237992026,3.725290298,2.406420663,1.862645149
2399,68,10000000,0.248479637,0,2.56506496,1.862645149
2400,68,15000000,0.254055976,-1.862645149,2.979453484,0
2401,68,20000000,0.227350938,0,3.045141739,3.725290298
2402,68,25000000,0.195836947,0,2.969170509,3.725290298
2403,68,30000000,0.167187864,-7.450580597,2.839226454,0
2404,68,35000000,0.142938461,7.450580597,2.692860335,0
2405,68,40000000,0.122986421,0,2.546545375,0
2406,68,50000000,0.092956043,0,2.277090516,0
2407,68,75000000,0.052028781,0,1.769797109,14.90116119
2408,68,100000000,0.032895286,14.90116119,1.436393404,-14.90116119
2409,68,200000000,0.009873702,-59.60464478,0.810922529,0
2410,68,300000000,0.004604317,59.60464478,0.563414915,59.60464478
2411,68,350000000,0.003427658,0,0.488722662,59.60464478
2412,68,400000000,0.002660272,0,0.431475655,-59.60464478
2413,68,500000000,0.001739409,59.60464478,0.349467655,-59.60464478
2414,68,750000000,0.000767386,-357.6278687,0.236968845,-119.2092896
2415,68,1000000000,0.000460432,238.4185791,0.179159088,0
2416,69,100,0.482583573,-0.942506517,5.11591E-05,0.425998792
2417,69,500,0.144473233,0.969862413,5.11591E-05,-2.536239663
2418,69,1000,-0.007366907,0.367663233,5.11591E-05,-1.434273145
2419,69,10000,0.001432454,-0.067302608,5.11591E-05,-1.467924449
2420,69,50000,-0.000511591,-1.018634066,5.11591E-05,-0.363797881
2421,69,100000,0.000255795,1.58615876,0.000153477,0.858562998
2422,69,200000,5.11591E-05,0.261934474,0.000716227,-0.582076609
2423,69,300000,0.000153477,-0.291038305,0.002302158,-1.862645149
2424,69,400000,0.000153477,0.349245965,0.005167067,0.465661287
2425,69,500000,0.000358114,-0.523868948,0.009464429,-0.931322575
2426,69,750000,0.001278977,-2.56113708,0.027574742,-0.465661287
2427,69,1000000,0.00332534,0.232830644,0.056991212,-0.465661287
2428,69,2500000,0.042206239,0.465661287,0.423750635,0.465661287
