ID ,fi_org,h_org,fi_Tri,h_Tri,fi_Halley, h_Halley
913,26,1000,-0.005167067,1.460875865,-2.55795E-05,0.625732355
914,26,10000,-0.000127898,-1.011358108,-1.27898E-05,0.227373675
915,26,50000,-0.001061551,0.589352567,-1.27898E-05,-0.967702363
916,26,100000,-0.000166267,1.382431947,-2.55795E-05,0.523868948
917,26,200000,3.83693E-05,1.542503014,-2.55795E-05,1.746229827
918,26,300000,0.000204636,0.756699592,-5.11591E-05,0.465661287
919,26,400000,-8.95284E-05,-2.444721758,-8.95284E-05,0.407453626
920,26,500000,-0.000191847,0.698491931,-0.000204636,0.523868948
921,26,750000,-0.000396483,-0.582076609,-0.00054996,-0.116415322
922,26,1000000,-0.000856915,0.232830644,-0.00108713,-0.232830644
923,26,2500000,-0.011127099,-1.862645149,-0.008031975,-1.862645149
924,26,5000000,-0.039955239,-0.931322575,-0.023469227,-0.931322575
925,26,6000000,-0.0498801,2.793967724,-0.02882814,0
926,26,7000000,-0.057899285,0,-0.033458036,0.931322575
927,26,8000000,-0.064025585,0,-0.037269388,0
928,26,9000000,-0.068527584,0,-0.04047962,0
929,26,10000000,-0.0715076,0,-0.043011994,-1.862645149
930,26,15000000,-0.073055162,-1.862645149,-0.049662674,0
931,26,20000000,-0.0653813,0,-0.050506799,3.725290298
932,26,25000000,-0.056326144,3.725290298,-0.049074345,0
933,26,30000000,-0.048038373,-3.725290298,-0.046810555,0
934,26,35000000,-0.041093529,-14.90116119,-0.04435492,0
935,26,40000000,-0.035350922,7.450580597,-0.041860915,0
936,26,50000000,-0.026756197,14.90116119,-0.037346126,0
937,26,75000000,-0.01496403,0,-0.028930458,-14.90116119
938,26,100000000,-0.009464429,-14.90116119,-0.023469227,0
939,26,200000000,-0.002852119,-29.80232239,-0.013211832,0
940,26,300000000,-0.001330136,59.60464478,-0.009170265,0
941,26,350000000,-0.000997602,-59.60464478,-0.007955236,0
942,26,400000000,-0.000754596,0,-0.006996004,-59.60464478
943,26,500000000,-0.000486011,-119.2092896,-0.005653078,0
944,26,750000000,-0.000230216,-119.2092896,-0.003849721,0
945,26,1000000000,-0.000115108,-119.2092896,-0.002928857,119.2092896
946,27,100,-0.307261416,1.04431308,-2.55795E-05,-0.219145591
947,27,500,-0.030976821,-1.009937023,-3.83693E-05,-0.745103534
948,27,1000,-0.056454041,-0.360273589,-3.83693E-05,1.301259545
949,27,10000,-0.00442526,0.838554115,0,0.743966666
950,27,50000,0.00054996,0.225554686,0,0.567524694
951,27,100000,-5.11591E-05,0.232830644,0,1.004082151
952,27,200000,-0.000153477,1.367880031,-2.55795E-05,-0.465661287
953,27,300000,8.95284E-05,0.582076609,2.55795E-05,-0.931322575
954,27,400000,-5.11591E-05,0.582076609,6.39488E-05,-0.64028427
955,27,500000,-0.000179057,0.582076609,0.000127898,1.222360879
956,27,750000,-0.000383693,2.444721758,0.000422062,0.232830644
957,27,1000000,-0.001035971,1.513399184,0.000920863,-0.698491931
958,27,2500000,-0.012776979,-0.465661287,0.006906475,-1.396983862
959,27,5000000,-0.045940851,0,0.020821744,0
960,27,6000000,-0.057451643,2.793967724,0.025784175,1.862645149
961,27,7000000,-0.066673067,-3.725290298,0.030158276,-0.931322575
962,27,8000000,-0.073822548,1.862645149,0.03381615,-0.931322575
963,27,9000000,-0.078887297,-1.862645149,0.036924064,0
964,27,10000000,-0.082353324,0,0.039430859,1.862645149
965,27,15000000,-0.084169471,3.725290298,0.046298965,0
966,27,20000000,-0.075306161,0,0.047577942,0
967,27,25000000,-0.06484413,-3.725290298,0.04658034,3.725290298
968,27,30000000,-0.055341332,11.1758709,0.044649084,3.725290298
969,27,35000000,-0.047283777,0,0.042462034,7.450580597
970,27,40000000,-0.040748205,-7.450580597,0.040249404,0
971,27,50000000,-0.030797764,-14.90116119,0.03602878,-14.90116119
972,27,75000000,-0.017227819,0,0.028099123,14.90116119
973,27,100000000,-0.010909673,-14.90116119,0.022880897,0
974,27,200000000,-0.00329976,-29.80232239,0.012943246,0
975,27,300000000,-0.001547562,59.60464478,0.008965628,59.60464478
976,27,350000000,-0.001176659,119.2092896,0.00777618,0
977,27,400000000,-0.000933653,-59.60464478,0.006906475,0
978,27,500000000,-0.000588329,0,0.005601919,-59.60464478
979,27,750000000,-0.000268585,-119.2092896,0.003772982,-119.2092896
980,27,1000000000,-0.000153477,-119.2092896,0.002877698,-119.2092896
981,28,100,0.128217437,0.952098844,0,-0.750048912
982,28,500,0.098775388,-0.277736945,0,-0.625163921
983,28,1000,-0.001611511,0.485556484,0,1.035459718
984,28,10000,-0.003414868,0.587533577,0,0.249201548
985,28,50000,0.000920863,0.633008312,-3.83693E-05,0.574800652
986,28,100000,-5.11591E-05,0.844011083,3.83693E-05,0.261934474
987,28,200000,0.000191847,1.426087692,3.83693E-05,1.629814506
988,28,300000,-0.000127898,0.814907253,0.000115108,-0.058207661
989,28,400000,-0.000281375,-0.931322575,0.000306954,1.571606845
990,28,500000,-7.67386E-05,-0.116415322,0.000524381,1.746229827
991,28,750000,-0.000422062,-2.444721758,0.001598721,0
992,28,1000000,-0.001163869,2.56113708,0.003274181,0.931322575
993,28,2500000,-0.014605916,0.931322575,0.024633096,-0.931322575
994,28,5000000,-0.052463633,0,0.073426065,0.931322575
995,28,6000000,-0.065547567,2.793967724,0.090666674,0.931322575
996,28,7000000,-0.076111917,0.931322575,0.105669073,-0.931322575
997,28,8000000,-0.084169471,-1.862645149,0.118254206,2.793967724
998,28,9000000,-0.090001606,1.862645149,0.128805766,0
999,28,10000000,-0.093940855,-1.862645149,0.13743886,-1.862645149
1000,28,15000000,-0.096025587,-1.862645149,0.16017907,0
1001,28,20000000,-0.08592167,0,0.164028791,0
1002,28,25000000,-0.073988815,-3.725290298,0.160140701,-7.450580597
1003,28,30000000,-0.063143091,0,0.153285384,-3.725290298
1004,28,35000000,-0.053998406,-7.450580597,0.145521994,0
1005,28,40000000,-0.046452442,-14.90116119,0.137669076,-7.450580597
1006,28,50000000,-0.035133496,0,0.123191057,14.90116119
1007,28,75000000,-0.019670665,0,0.09589769,0
1008,28,100000000,-0.012457235,0,0.077876905,0
1009,28,200000000,-0.003760192,0,0.044022386,29.80232239
1010,28,300000000,-0.001764988,0,0.030580338,0
1011,28,350000000,-0.001304556,59.60464478,0.026564351,0
1012,28,400000000,-0.001010392,59.60464478,0.023430857,0
1013,28,500000000,-0.000677858,59.60464478,0.018967228,0
1014,28,750000000,-0.000319744,119.2092896,0.012866508,119.2092896
1015,28,1000000000,-0.000191847,119.2092896,0.009720225,119.2092896
1016,29,100,0.073592332,-0.063721473,-1.27898E-05,-0.209098516
1017,29,500,0.019120705,-1.133116712,-1.27898E-05,-0.128579813
1018,29,1000,-0.07152039,0.628915586,0,-0.095724317
1019,29,10000,-0.001624301,-0.001818989,-1.27898E-05,0.12187229
1020,29,50000,-0.000191847,1.040461939,-1.27898E-05,0.33469405
1021,29,100000,0.000102318,-1.047737896,0,0.509317033
1022,29,200000,0.000140687,-1.92085281,8.95284E-05,0.232830644
1023,29,300000,7.67386E-05,0.174622983,0.000230216,-0.465661287
1024,29,400000,-0.000140687,-0.523868948,0.00056275,-0.232830644
1025,29,500000,-0.000102318,-0.582076609,0.001010392,0.465661287
1026,29,750000,-0.000473221,0.232830644,0.002941647,0
1027,29,1000000,-0.001304556,1.164153218,0.006023981,-0.582076609
1028,29,2500000,-0.016447643,-4.190951586,0.045237414,-1.862645149
1029,29,5000000,-0.05928058,-0.931322575,0.134484424,0
1030,29,6000000,-0.074116713,0.931322575,0.165960046,0
1031,29,7000000,-0.086049567,-0.931322575,0.193278993,2.793967724
1032,29,8000000,-0.095232622,0,0.216338947,-0.931322575
1033,29,9000000,-0.101832143,-1.862645149,0.235434072,0
1034,29,10000000,-0.106321352,1.862645149,0.251127119,0
1035,29,15000000,-0.1086363,-1.862645149,0.292322966,-3.725290298
1036,29,20000000,-0.097215036,3.725290298,0.299127123,0
1037,29,25000000,-0.08370904,-7.450580597,0.291939273,0
1038,29,30000000,-0.071469231,7.450580597,0.279315771,-3.725290298
1039,29,35000000,-0.061122307,-7.450580597,0.265080757,0
1040,29,40000000,-0.052565952,7.450580597,0.250769006,0
1041,29,50000000,-0.039737813,0,0.224332553,7.450580597
1042,29,75000000,-0.022254198,-14.90116119,0.174503612,0
1043,29,100000000,-0.014055956,0,0.141659484,-14.90116119
1044,29,200000000,-0.004220624,-29.80232239,0.080038376,0
1045,29,300000000,-0.002020784,0,0.055635496,59.60464478
1046,29,350000000,-0.001470823,0,0.048255799,0
1047,29,400000000,-0.001176659,0,0.042602721,-59.60464478
1048,29,500000000,-0.000767386,0,0.034532377,0
1049,29,750000000,-0.000281375,-119.2092896,0.023418067,0
1050,29,1000000000,-0.000166267,0,0.01773941,-119.2092896
1051,30,100,0.053333338,-1.026450036,-1.27898E-05,-1.873402766
1052,30,500,-0.016460433,-0.974694103,-2.55795E-05,-1.544549377
1053,30,1000,0.029442049,-0.910063136,-1.27898E-05,-1.208491085
1054,30,10000,0.005269385,-1.12959242,-1.27898E-05,-0.2746674
1055,30,50000,5.11591E-05,-1.025910024,-1.27898E-05,-1.673470251
1056,30,100000,6.39488E-05,-1.222360879,-1.27898E-05,-0.902218744
1057,30,200000,-0.000127898,-2.008164302,0.000102318,-1.25146471
1058,30,300000,-6.39488E-05,-0.989530236,0.000332534,-0.349245965
1059,30,400000,-8.95284E-05,0.058207661,0.000818545,-0.116415322
1060,30,500000,-0.000140687,-2.037268132,0.001509193,-1.338776201
1061,30,750000,-0.00057554,0.698491931,0.00443805,0.814907253
1062,30,1000000,-0.001496403,0.116415322,0.009195844,-1.164153218
1063,30,2500000,-0.018455637,-2.328306437,0.06874501,0
1064,30,5000000,-0.066545169,-1.862645149,0.204009609,0
1065,30,6000000,-0.08312071,-0.931322575,0.251779397,-1.862645149
1066,30,7000000,-0.096549968,-1.862645149,0.293064772,-1.862645149
1067,30,8000000,-0.106832942,-2.793967724,0.327955263,-0.931322575
1068,30,9000000,-0.114289378,1.862645149,0.356911301,0
1069,30,10000000,-0.119277388,1.862645149,0.380610743,-3.725290298
1070,30,15000000,-0.12193766,-1.862645149,0.442781811,1.862645149
1071,30,20000000,-0.109109521,7.450580597,0.452962468,3.725290298
1072,30,25000000,-0.093902486,0,0.441988846,-3.725290298
1073,30,30000000,-0.080230222,0,0.422829771,3.725290298
1074,30,35000000,-0.068591532,0,0.401202271,0
1075,30,40000000,-0.058999206,7.450580597,0.379485243,0
1076,30,50000000,-0.044623505,7.450580597,0.339504425,0
1077,30,75000000,-0.02496563,-14.90116119,0.264031996,0
1078,30,100000000,-0.015820945,0,0.214343743,0
1079,30,200000000,-0.004757794,0,0.121080745,0
1080,30,300000000,-0.00222542,0,0.084143892,0
1081,30,350000000,-0.001739409,0,0.072978423,0
1082,30,400000000,-0.001342926,59.60464478,0.064434857,0
1083,30,500000000,-0.000844125,0,0.052182259,0
1084,30,750000000,-0.000434852,0,0.035376502,119.2092896
1085,30,1000000000,-0.000230216,119.2092896,0.026768987,119.2092896
1086,31,100,0.334055983,1.192745458,-5.11591E-05,0.716639192
1087,31,500,-0.024428459,1.571265784,-5.11591E-05,1.15187504
1088,31,1000,0.005589129,0.028308023,0,1.686657924
1089,31,10000,-0.003389289,1.398802851,0,0.112777343
1090,31,50000,0.000460432,-0.109139364,-5.11591E-05,0.167347025
1091,31,100000,-5.11591E-05,1.076841727,0,-0.160071068
1092,31,200000,-0.000102318,1.688022166,0.000115108,0.61118044
1093,31,300000,6.39488E-05,2.502929419,0.000434852,0.058207661
1094,31,400000,-0.000166267,-0.349245965,0.001163869,0.989530236
1095,31,500000,-0.000140687,-0.64028427,0.002059153,0.058207661
1096,31,750000,-0.000613909,1.746229827,0.006151879,1.047737896
1097,31,1000000,-0.001573142,1.513399184,0.012713031,0.582076609
1098,31,2500000,-0.020617108,1.396983862,0.094938457,0.465661287
1099,31,5000000,-0.074027184,0,0.281912094,-0.931322575
1100,31,6000000,-0.092521191,-0.931322575,0.347868934,0.931322575
1101,31,7000000,-0.107485221,-4.656612873,0.404936884,0.931322575
1102,31,8000000,-0.118919274,2.793967724,0.453090365,0
1103,31,9000000,-0.127181465,1.862645149,0.493007235,3.725290298
1104,31,10000000,-0.132745015,3.725290298,0.525710675,-1.862645149
1105,31,15000000,-0.135686662,-1.862645149,0.611478868,-3.725290298
1106,31,20000000,-0.121438859,3.725290298,0.625445296,0
1107,31,25000000,-0.104543574,-3.725290298,0.610187101,3.725290298
1108,31,30000000,-0.08922143,0,0.583712279,3.725290298
1109,31,35000000,-0.076354922,0,0.553758639,7.450580597
1110,31,40000000,-0.065662675,0,0.523830579,0
1111,31,50000000,-0.049598725,7.450580597,0.468527617,0
1112,31,75000000,-0.027766589,14.90116119,0.364342156,14.90116119
1113,31,100000000,-0.017573143,0,0.295801783,0
1114,31,200000000,-0.005256595,0,0.167059966,0
1115,31,300000000,-0.002481215,0,0.116067156,0
1116,31,350000000,-0.001854517,59.60464478,0.100681063,0
1117,31,400000000,-0.001445244,-59.60464478,0.088888896,0
1118,31,500000000,-0.000933653,-59.60464478,0.072019191,0
1119,31,750000000,-0.000473221,119.2092896,0.048818549,0
1120,31,1000000000,-0.000243006,-119.2092896,0.036924064,119.2092896
1121,32,100,0.022893687,-2.875950145,-1.27898E-05,-0.19304025
1122,32,500,-0.059600325,-0.410750545,0,-0.142165391
1123,32,1000,0.012789769,0.21498181,0,-0.158024704
1124,32,10000,-0.002634692,-0.465661287,2.55795E-05,0.311047188
1125,32,50000,-6.39488E-05,0.720319804,2.55795E-05,-1.295120455
1126,32,100000,5.11591E-05,0.407453626,2.55795E-05,0.94587449
1127,32,200000,0.000153477,1.600710675,0.000179057,-0.320142135
1128,32,300000,-2.55795E-05,-1.804437488,0.000665068,-0.291038305
1129,32,400000,-6.39488E-05,-0.349245965,0.001509193,-0.698491931
1130,32,500000,-0.000102318,-1.571606845,0.002711431,-0.756699592
1131,32,750000,-0.000639488,0,0.008031975,-0.349245965
1132,32,1000000,-0.001777778,-1.047737896,0.01660112,-0.698491931
1133,32,2500000,-0.02272742,-1.396983862,0.124060762,-1.396983862
1134,32,5000000,-0.081764995,0.931322575,0.36801282,1.862645149
1135,32,6000000,-0.102190256,0.931322575,0.454062388,0
1136,32,7000000,-0.118676269,0,0.528447686,0.931322575
1137,32,8000000,-0.13133814,-0.931322575,0.591296612,-1.862645149
1138,32,9000000,-0.140431666,-1.862645149,0.643402132,-1.862645149
1139,32,10000000,-0.146596335,0,0.686017643,-3.725290298
1140,32,15000000,-0.149806567,1.862645149,0.797774646,-1.862645149
1141,32,20000000,-0.134049571,-7.450580597,0.81588496,0
1142,32,25000000,-0.115440457,3.725290298,0.79588176,0
1143,32,30000000,-0.098557962,0,0.761323804,-3.725290298
1144,32,35000000,-0.084284579,0,0.722263849,0
1145,32,40000000,-0.072492412,0,0.683203893,0
1146,32,50000000,-0.054804161,-14.90116119,0.611095174,-7.450580597
1147,32,75000000,-0.030682656,0,0.475139927,0
1148,32,100000000,-0.019440449,-14.90116119,0.38573944,-29.80232239
1149,32,200000000,-0.005870504,0,0.21780977,29.80232239
1150,32,300000000,-0.002737011,0,0.151354129,59.60464478
1151,32,350000000,-0.002084732,-59.60464478,0.131274192,-59.60464478
1152,32,400000000,-0.00163709,59.60464478,0.115926468,-59.60464478
1153,32,500000000,-0.00108713,59.60464478,0.093902486,-59.60464478
1154,32,750000000,-0.000473221,-119.2092896,0.063667471,0
1155,32,1000000000,-0.000255795,-119.2092896,0.048166271,0
1156,33,100,0.271705858,1.038671371,0,0.514503995
1157,33,500,0.037525183,0.547288437,0,0.483851181
1158,33,1000,-0.005729817,-0.193608685,0,0.541717782
1159,33,10000,0.001713829,-1.489752322,0,-0.078216544
1160,33,50000,7.67386E-05,1.324224286,0,0
1161,33,100000,0.000102318,1.629814506,0,1.105945557
1162,33,200000,7.67386E-05,1.222360879,0.000255795,-0.61118044
1163,33,300000,-7.67386E-05,1.28056854,0.000844125,0.058207661
1164,33,400000,0,0.64028427,0.001892886,-0.349245965
1165,33,500000,-0.000179057,0.814907253,0.003478817,0.465661287
1166,33,750000,-0.000844125,-0.116415322,0.010103918,0.465661287
1167,33,1000000,-0.001995204,1.047737896,0.020872903,-0.116415322
1168,33,2500000,-0.024888891,-0.931322575,0.15575381,-0.931322575
1169,33,5000000,-0.089605123,-0.931322575,0.461889726,-0.931322575
1170,33,6000000,-0.11196164,-2.793967724,0.569835379,0
1171,33,7000000,-0.130071953,-1.862645149,0.663175115,-0.931322575
1172,33,8000000,-0.143910484,-2.793967724,0.741960093,-1.862645149
1173,33,9000000,-0.153886504,0,0.807315814,0
1174,33,10000000,-0.16071624,0,0.86075147,0
1175,33,15000000,-0.164297376,3.725290298,1.000825023,0
1176,33,20000000,-0.146980028,0,1.023437335,0
1177,33,25000000,-0.126567556,-11.1758709,0.998343808,0
1178,33,30000000,-0.108022391,-7.450580597,0.95496091,0
1179,33,35000000,-0.092444452,0,0.905899356,7.450580597
1180,33,40000000,-0.079501206,0,0.85686338,-7.450580597
1181,33,50000000,-0.060086336,-14.90116119,0.766439712,7.450580597
1182,33,75000000,-0.033662673,29.80232239,0.59582419,29.80232239
1183,33,100000000,-0.021282176,-14.90116119,0.483709073,0
1184,33,200000000,-0.006369305,-29.80232239,0.273163892,-29.80232239
1185,33,300000000,-0.003043965,-59.60464478,0.189825755,0
1186,33,350000000,-0.002250999,-59.60464478,0.16462991,-59.60464478
1187,33,400000000,-0.001790568,-59.60464478,0.145368517,-59.60464478
1188,33,500000000,-0.001176659,59.60464478,0.117742616,-59.60464478
1189,33,750000000,-0.000511591,-119.2092896,0.079859319,0
1190,33,1000000000,-0.000281375,-119.2092896,0.06041887,-357.6278687
1191,34,100,0.151047175,-0.011127099,0,0.337962547
1192,34,500,-0.064997607,0.204749995,0,0.823490609
1193,34,1000,0.055302962,0.669956535,-5.11591E-05,-0.102659214
1194,34,10000,-0.004322942,0.978616299,-5.11591E-05,0.443833414
1195,34,50000,-0.000102318,-1.287844498,0,-0.633008312
1196,34,100000,-7.67386E-05,-0.509317033,5.11591E-05,0.232830644
1197,34,200000,-7.67386E-05,-0.989530236,0.000306954,-0.291038305
1198,34,300000,7.67386E-05,2.619344741,0.001023182,0
1199,34,400000,-7.67386E-05,0.756699592,0.002276579,-0.873114914
1200,34,500000,-0.000153477,1.513399184,0.004220624,-1.746229827
1201,34,750000,-0.000844125,0.582076609,0.012329338,0.698491931
1202,34,1000000,-0.002071943,-0.582076609,0.0255028,-1.396983862
1203,34,2500000,-0.027037572,3.725290298,0.189851335,0.931322575
1204,34,5000000,-0.097458042,1.862645149,0.562954483,2.793967724
1205,34,6000000,-0.121860921,0.931322575,0.69448447,0
1206,34,7000000,-0.141506007,0,0.808211098,1.862645149
1207,34,8000000,-0.156546776,-2.793967724,0.904211106,2.793967724
1208,34,9000000,-0.167418079,0,0.98381463,0
1209,34,10000000,-0.174861725,3.725290298,1.048914555,1.862645149
1210,34,15000000,-0.178647497,0,1.219453338,0
1211,34,20000000,-0.159923275,3.725290298,1.246976922,0
1212,34,25000000,-0.137720235,3.725290298,1.216332635,-3.725290298
1213,34,30000000,-0.117563559,-3.725290298,1.16338299,0
1214,34,35000000,-0.100553166,0,1.103705927,0
1215,34,40000000,-0.08648442,7.450580597,1.043900966,0
1216,34,50000000,-0.065432459,0,0.933653155,7.450580597
1217,34,75000000,-0.03657874,0,0.725870564,14.90116119
1218,34,100000000,-0.023123903,-14.90116119,0.589224669,0
1219,34,200000000,-0.006932055,29.80232239,0.332764216,29.80232239
1220,34,300000000,-0.00329976,0,0.231213448,0
1221,34,350000000,-0.002455636,-119.2092896,0.200594741,-119.2092896
1222,34,400000000,-0.001918465,-59.60464478,0.177061565,0
1223,34,500000000,-0.001278977,0,0.143398893,0
1224,34,750000000,-0.00056275,-119.2092896,0.097227826,0
1225,34,1000000000,-0.000383693,0,0.073541173,0
1226,35,100,-0.378960863,1.115012083,0,1.151974516
1227,35,500,0.089119112,-0.07065637,0,0.337649908
1228,35,1000,-0.021205437,-1.705529939,0,0.688714863
1229,35,10000,0.006318146,1.67710823,0,0.780346454
1230,35,50000,0.000332534,-0.472937245,0,0.400177669
1231,35,100000,0.000306954,-0.174622983,5.11591E-05,-0.087311491
1232,35,200000,0,0.989530236,0.000383693,-0.02910383
1233,35,300000,-5.11591E-05,-1.629814506,0.001227818,-0.174622983
1234,35,400000,-0.000153477,-0.465661287,0.002711431,-0.291038305
1235,35,500000,-0.000306954,0.058207661,0.00498801,-0.407453626
1236,35,750000,-0.000844125,-1.164153218,0.014657076,0.349245965
1237,35,1000000,-0.002276579,0.698491931,0.030337333,0.814907253
1238,35,2500000,-0.029237412,-0.465661287,0.2261487,0
1239,35,5000000,-0.105336539,-0.931322575,0.670567601,0
1240,35,6000000,-0.131581146,-1.862645149,0.827191116,1.862645149
1241,35,7000000,-0.152863322,0,0.962660351,0.931322575
1242,35,8000000,-0.169106329,0,1.07692415,0.931322575
1243,35,9000000,-0.180924076,0,1.171721919,-1.862645149
1244,35,10000000,-0.188879312,0,1.249202342,0
1245,35,15000000,-0.193048777,0,1.452252718,0
1246,35,20000000,-0.172764203,0,1.484968948,0
1247,35,25000000,-0.148796175,0,1.448390208,0
1248,35,30000000,-0.12695125,3.725290298,1.385336645,0
1249,35,35000000,-0.1086363,7.450580597,1.314225528,0
1250,35,40000000,-0.093442054,7.450580597,1.243012093,7.450580597
1251,35,50000000,-0.070650685,7.450580597,1.111712322,0
1252,35,75000000,-0.039520387,0,0.864281446,0
1253,35,100000000,-0.025042368,14.90116119,0.701570002,14.90116119
1254,35,200000000,-0.007494805,29.80232239,0.396175892,0
1255,35,300000000,-0.003555556,0,0.275312573,-59.60464478
1256,35,350000000,-0.002660272,119.2092896,0.238784992,0
1257,35,400000000,-0.002097522,0,0.210826556,0
1258,35,500000000,-0.001381295,119.2092896,0.170794578,0
1259,35,750000000,-0.000613909,0,0.115798571,0
1260,35,1000000000,-0.000332534,119.2092896,0.08758434,-119.2092896
1261,36,100,-0.336677886,1.415671136,5.11591E-05,1.190031185
1262,36,500,0.010078338,-0.659099442,2.55795E-05,0.049851678
1263,36,1000,-0.003760192,-2.345586836,5.11591E-05,0.901081876
1264,36,10000,0.000869704,3.112290869,0,0.551153789
1265,36,50000,-5.11591E-05,0.240106601,5.11591E-05,0.232830644
1266,36,100000,-0.000332534,-0.552972779,0.000102318,0.756699592
1267,36,200000,-2.55795E-05,1.426087692,0.000434852,0.349245965
1268,36,300000,0.000127898,-2.211891115,0.001458034,0.291038305
1269,36,400000,-2.55795E-05,0.523868948,0.003171863,0.465661287
1270,36,500000,-0.000306954,2.677552402,0.005857714,0.931322575
1271,36,750000,-0.000946443,-0.582076609,0.017215029,-1.047737896
1272,36,1000000,-0.002455636,-0.232830644,0.035504399,-0.116415322
1273,36,2500000,-0.031360514,-0.465661287,0.264441269,-2.328306437
1274,36,5000000,-0.112882503,0.931322575,0.783910536,1.862645149
1275,36,6000000,-0.141147893,-1.862645149,0.967060032,0
1276,36,7000000,-0.163990421,0.931322575,1.125295057,1.862645149
1277,36,8000000,-0.181384507,0,1.258896987,0.931322575
1278,36,9000000,-0.194020799,3.725290298,1.369656388,1.862645149
1279,36,10000000,-0.202538786,0,1.460233534,0
1280,36,15000000,-0.207091944,-1.862645149,1.697355856,1.862645149
1281,36,20000000,-0.185272597,0,1.735571686,3.725290298
1282,36,25000000,-0.159590741,-3.725290298,1.692777118,0
1283,36,30000000,-0.136185463,3.725290298,1.619082468,3.725290298
1284,36,35000000,-0.116463639,0,1.535948968,7.450580597
1285,36,40000000,-0.100220632,7.450580597,1.452661991,-7.450580597
1286,36,50000000,-0.075741013,0,1.299210339,0
1287,36,75000000,-0.042410875,0,1.010008077,0
1288,36,100000000,-0.026807356,0,0.819875368,0
1289,36,200000000,-0.008057555,0,0.462964067,0
1290,36,300000000,-0.003836931,59.60464478,0.321713856,0
1291,36,350000000,-0.002813749,0,0.279021606,0
1292,36,400000000,-0.002174261,0,0.246356535,0
1293,36,500000000,-0.001458034,-59.60464478,0.199597139,119.2092896
1294,36,750000000,-0.000613909,-238.4185791,0.135315759,-119.2092896
1295,36,1000000000,-0.000358114,-119.2092896,0.102369313,-238.4185791
1296,37,100,-0.090423669,-0.225341523,0,-0.438348025
1297,37,500,0.09809753,-0.749594165,0,-0.375678155
1298,37,1000,-0.012380497,0.548993739,0,-0.202362571
1299,37,10000,0.0011255,-0.558429747,0,0.904037734
1300,37,50000,-0.000153477,0.283762347,0,-0.698491931
1301,37,100000,-0.000409273,0.087311491,7.67386E-05,-1.309672371
1302,37,200000,-0.000127898,0.64028427,0.00053717,0.145519152
1303,37,300000,-2.55795E-05,-0.232830644,0.00163709,-1.222360879
1304,37,400000,-5.11591E-05,-0.232830644,0.003657874,0.291038305
1305,37,500000,-0.000127898,-0.582076609,0.006778578,0
1306,37,750000,-0.000920863,-0.232830644,0.019772983,-0.698491931
1307,37,1000000,-0.002557954,0,0.040850523,0.582076609
1308,37,2500000,-0.033381298,-1.396983862,0.304345349,0
1309,37,5000000,-0.12027499,0.931322575,0.902062425,0
1310,37,6000000,-0.150305368,-0.931322575,1.112735504,-0.931322575
1311,37,7000000,-0.17458035,0.931322575,1.294810659,1.862645149
1312,37,8000000,-0.193227834,0.931322575,1.448518105,0
1313,37,9000000,-0.206657091,0,1.575980946,0
1314,37,10000000,-0.215788987,0,1.680140826,1.862645149
1315,37,15000000,-0.22057236,0,1.952895445,0
1316,37,20000000,-0.197371719,3.725290298,1.996789933,0
1317,37,25000000,-0.170001613,-7.450580597,1.947498163,-3.725290298
1318,37,30000000,-0.145138301,-7.450580597,1.862676413,0
1319,37,35000000,-0.124035182,7.450580597,1.76698336,0
1320,37,40000000,-0.106717835,7.450580597,1.671187988,7.450580597
1321,37,50000000,-0.080729023,7.450580597,1.494586854,0
1322,37,75000000,-0.045147885,0,1.161899377,0
1323,37,100000000,-0.028597924,0,0.943168743,-14.90116119
1324,37,200000000,-0.008594725,0,0.532565991,29.80232239
1325,37,300000000,-0.004041567,59.60464478,0.370059183,0
1326,37,350000000,-0.003043965,0,0.321023208,0
1327,37,400000000,-0.002327738,0,0.283421286,59.60464478
1328,37,500000000,-0.001534772,59.60464478,0.229576358,-59.60464478
1329,37,750000000,-0.000665068,0,0.155625912,119.2092896
1330,37,1000000000,-0.000383693,-119.2092896,0.117768195,0
1331,38,100,0.201592343,0.183334237,0,0.425345092
1332,38,500,-0.035197445,2.957904144,0,-0.68035888
1333,38,1000,0.00386251,-0.334011929,5.11591E-05,-1.104126568
1334,38,10000,-0.004322942,1.315129339,5.11591E-05,-0.140062184
1335,38,50000,-0.000741807,1.069565769,5.11591E-05,0.174622983
1336,38,100000,2.55795E-05,-0.94587449,0.000102318,-0.480213203
1337,38,200000,0.000230216,-1.309672371,0.000639488,-0.785803422
1338,38,300000,-5.11591E-05,0.116415322,0.001867306,0.989530236
1339,38,400000,-5.11591E-05,-1.629814506,0.004169465,-0.291038305
1340,38,500000,-0.000230216,-0.989530236,0.007699441,0.582076609
1341,38,750000,-0.001023182,1.396983862,0.022484414,-0.232830644
1342,38,1000000,-0.002711431,-2.095475793,0.046401283,-0.349245965
1343,38,2500000,-0.035248604,0.465661287,0.345502826,0.931322575
1344,38,5000000,-0.127207045,1.862645149,1.024000085,1.862645149
1345,38,6000000,-0.158951252,0,1.263066451,0
1346,38,7000000,-0.184607529,-0.931322575,1.469723543,0.931322575
1347,38,8000000,-0.204329353,-1.862645149,1.644175995,0.931322575
1348,38,9000000,-0.218551577,0,1.788777126,0
1349,38,10000000,-0.228169483,1.862645149,1.907005753,-1.862645149
